,close_date,ApproveAfterChange,DirectlyApprove,Rejected,TotalCommit,DirectlyApproveRate,ApproveAfterChangeRate,CloseToReleaseDate
52,2013-03-15,0.0,0.0,1.0,1.0,0.0,0.0,False
53,2013-05-16,0.0,0.0,1.0,1.0,0.0,0.0,False
54,2013-05-28,0.0,0.0,1.0,1.0,0.0,0.0,True
55,2013-05-29,0.0,0.0,2.0,2.0,0.0,0.0,True
56,2013-05-30,0.0,0.0,3.0,3.0,0.0,0.0,False
57,2013-06-06,0.0,0.0,1.0,1.0,0.0,0.0,True
58,2013-07-12,0.0,0.0,1.0,1.0,0.0,0.0,False
59,2013-07-22,1.0,0.0,0.0,1.0,0.0,1.0,False
60,2013-07-30,1.0,0.0,0.0,1.0,0.0,1.0,False
61,2013-08-01,1.0,2.0,0.0,3.0,0.6666666666666666,0.3333333333333333,False
62,2013-08-02,1.0,0.0,1.0,2.0,0.0,0.5,False
63,2013-08-06,1.0,0.0,0.0,1.0,0.0,1.0,True
64,2013-08-12,1.0,0.0,0.0,1.0,0.0,1.0,False
65,2013-08-27,2.0,1.0,0.0,3.0,0.3333333333333333,0.6666666666666666,False
66,2013-09-03,0.0,1.0,0.0,1.0,1.0,0.0,False
67,2013-09-04,0.0,2.0,0.0,2.0,1.0,0.0,False
68,2013-09-05,1.0,0.0,0.0,1.0,0.0,1.0,False
69,2013-09-10,1.0,0.0,0.0,1.0,0.0,1.0,False
70,2013-09-12,4.0,1.0,0.0,5.0,0.2,0.8,True
71,2013-09-13,3.0,0.0,0.0,3.0,0.0,1.0,True
72,2013-10-09,1.0,0.0,0.0,1.0,0.0,1.0,False
73,2013-10-11,0.0,4.0,0.0,4.0,1.0,0.0,True
74,2013-10-24,3.0,1.0,0.0,4.0,0.25,0.75,False
75,2013-10-31,6.0,1.0,3.0,10.0,0.1,0.6,False
76,2013-11-04,2.0,1.0,0.0,3.0,0.3333333333333333,0.6666666666666666,True
77,2013-11-05,0.0,2.0,0.0,2.0,1.0,0.0,True
78,2013-11-28,0.0,2.0,0.0,2.0,1.0,0.0,False
79,2013-12-02,0.0,1.0,0.0,1.0,1.0,0.0,True
80,2013-12-03,0.0,1.0,0.0,1.0,1.0,0.0,True
81,2013-12-17,0.0,0.0,4.0,4.0,0.0,0.0,False
82,2013-12-23,0.0,0.0,1.0,1.0,0.0,0.0,False
83,2013-12-28,1.0,0.0,0.0,1.0,0.0,1.0,False
84,2013-12-31,2.0,0.0,0.0,2.0,0.0,1.0,False
85,2014-01-03,1.0,1.0,0.0,2.0,0.5,0.5,False
86,2014-01-07,2.0,1.0,0.0,3.0,0.3333333333333333,0.6666666666666666,True
87,2014-01-08,1.0,2.0,0.0,3.0,0.6666666666666666,0.3333333333333333,True
88,2014-01-13,1.0,0.0,0.0,1.0,0.0,1.0,True
89,2014-01-15,0.0,0.0,1.0,1.0,0.0,0.0,False
90,2014-01-31,1.0,0.0,0.0,1.0,0.0,1.0,False
91,2014-02-06,1.0,0.0,0.0,1.0,0.0,1.0,True
92,2014-02-11,1.0,0.0,0.0,1.0,0.0,1.0,True
93,2014-02-14,2.0,0.0,0.0,2.0,0.0,1.0,False
94,2014-02-19,2.0,1.0,2.0,5.0,0.2,0.4,False
95,2014-02-20,3.0,0.0,0.0,3.0,0.0,1.0,False
96,2014-02-21,1.0,1.0,0.0,2.0,0.5,0.5,True
97,2014-02-25,2.0,2.0,0.0,4.0,0.5,0.5,True
98,2014-03-06,1.0,0.0,0.0,1.0,0.0,1.0,False
99,2014-03-12,1.0,1.0,0.0,2.0,0.5,0.5,False
100,2014-03-17,0.0,0.0,1.0,1.0,0.0,0.0,False
101,2014-04-04,6.0,1.0,0.0,7.0,0.14285714285714285,0.8571428571428571,True
102,2014-04-15,0.0,2.0,0.0,2.0,1.0,0.0,True
103,2014-05-05,1.0,0.0,0.0,1.0,0.0,1.0,False
104,2014-05-07,1.0,0.0,0.0,1.0,0.0,1.0,True
105,2014-05-08,1.0,2.0,1.0,4.0,0.5,0.25,True
106,2014-05-16,1.0,1.0,0.0,2.0,0.5,0.5,False
107,2014-05-19,1.0,0.0,0.0,1.0,0.0,1.0,False
108,2014-05-21,1.0,1.0,0.0,2.0,0.5,0.5,False
109,2014-05-23,0.0,3.0,0.0,3.0,1.0,0.0,True
110,2014-06-02,1.0,2.0,0.0,3.0,0.6666666666666666,0.3333333333333333,False
111,2014-06-04,2.0,0.0,0.0,2.0,0.0,1.0,True
112,2014-06-05,0.0,2.0,0.0,2.0,1.0,0.0,True
113,2014-06-16,1.0,0.0,0.0,1.0,0.0,1.0,False
114,2014-06-23,0.0,0.0,1.0,1.0,0.0,0.0,False
115,2014-06-24,0.0,2.0,0.0,2.0,1.0,0.0,False
116,2014-06-25,1.0,1.0,0.0,2.0,0.5,0.5,False
117,2014-06-30,0.0,1.0,1.0,2.0,0.5,0.0,True
118,2014-07-01,0.0,1.0,0.0,1.0,1.0,0.0,True
119,2014-07-04,0.0,1.0,2.0,3.0,0.3333333333333333,0.0,False
120,2014-07-07,0.0,1.0,0.0,1.0,1.0,0.0,True
121,2014-07-09,0.0,2.0,0.0,2.0,1.0,0.0,True
122,2014-07-10,0.0,1.0,0.0,1.0,1.0,0.0,False
123,2014-07-15,2.0,0.0,0.0,2.0,0.0,1.0,False
124,2014-07-16,1.0,0.0,0.0,1.0,0.0,1.0,False
125,2014-07-17,0.0,1.0,0.0,1.0,1.0,0.0,False
126,2014-07-18,1.0,0.0,1.0,2.0,0.0,0.5,False
127,2014-08-04,0.0,1.0,0.0,1.0,1.0,0.0,True
128,2014-08-05,4.0,1.0,0.0,5.0,0.2,0.8,True
129,2014-08-06,3.0,0.0,0.0,3.0,0.0,1.0,False
130,2014-08-07,1.0,2.0,1.0,4.0,0.5,0.25,False
131,2014-08-11,0.0,2.0,0.0,2.0,1.0,0.0,False
132,2014-08-12,0.0,5.0,0.0,5.0,1.0,0.0,True
133,2014-08-13,1.0,5.0,0.0,6.0,0.8333333333333334,0.16666666666666666,True
134,2014-08-18,1.0,1.0,0.0,2.0,0.5,0.5,False
135,2014-08-19,0.0,2.0,0.0,2.0,1.0,0.0,False
136,2014-08-20,0.0,0.0,1.0,1.0,0.0,0.0,False
137,2014-08-21,0.0,2.0,0.0,2.0,1.0,0.0,True
138,2014-08-22,2.0,5.0,0.0,7.0,0.7142857142857143,0.2857142857142857,True
139,2014-08-26,0.0,1.0,0.0,1.0,1.0,0.0,False
140,2014-08-29,0.0,1.0,0.0,1.0,1.0,0.0,False
141,2014-09-09,0.0,1.0,0.0,1.0,1.0,0.0,True
142,2014-09-12,0.0,0.0,1.0,1.0,0.0,0.0,False
143,2014-09-15,2.0,0.0,0.0,2.0,0.0,1.0,True
144,2014-09-16,2.0,4.0,0.0,6.0,0.6666666666666666,0.3333333333333333,True
145,2014-09-19,1.0,3.0,0.0,4.0,0.75,0.25,True
146,2014-09-22,0.0,0.0,1.0,1.0,0.0,0.0,False
147,2014-09-26,0.0,1.0,1.0,2.0,0.5,0.0,False
148,2014-09-29,1.0,2.0,1.0,4.0,0.5,0.25,False
149,2014-09-30,0.0,1.0,0.0,1.0,1.0,0.0,False
150,2014-10-05,0.0,1.0,0.0,1.0,1.0,0.0,False
151,2014-10-06,0.0,1.0,0.0,1.0,1.0,0.0,False
152,2014-10-08,1.0,0.0,0.0,1.0,0.0,1.0,False
153,2014-10-09,1.0,0.0,0.0,1.0,0.0,1.0,False
154,2014-10-13,5.0,1.0,1.0,7.0,0.14285714285714285,0.7142857142857143,True
155,2014-10-14,2.0,2.0,0.0,4.0,0.5,0.5,False
156,2014-10-16,0.0,2.0,1.0,3.0,0.6666666666666666,0.0,False
157,2014-10-17,0.0,1.0,0.0,1.0,1.0,0.0,False
158,2014-10-21,0.0,1.0,0.0,1.0,1.0,0.0,False
159,2014-10-22,2.0,4.0,0.0,6.0,0.6666666666666666,0.3333333333333333,False
160,2014-10-24,1.0,0.0,0.0,1.0,0.0,1.0,False
161,2014-10-27,2.0,0.0,0.0,2.0,0.0,1.0,False
162,2014-10-30,0.0,1.0,0.0,1.0,1.0,0.0,False
163,2014-10-31,0.0,1.0,0.0,1.0,1.0,0.0,False
164,2014-11-03,1.0,1.0,2.0,4.0,0.25,0.25,True
165,2014-11-04,0.0,3.0,0.0,3.0,1.0,0.0,True
166,2014-11-12,0.0,1.0,0.0,1.0,1.0,0.0,False
167,2014-11-18,1.0,2.0,0.0,3.0,0.6666666666666666,0.3333333333333333,False
168,2014-11-19,1.0,1.0,0.0,2.0,0.5,0.5,False
169,2014-11-21,1.0,0.0,0.0,1.0,0.0,1.0,False
170,2014-11-24,0.0,1.0,0.0,1.0,1.0,0.0,False
171,2014-12-01,1.0,1.0,0.0,2.0,0.5,0.5,True
172,2014-12-02,1.0,1.0,0.0,2.0,0.5,0.5,False
173,2014-12-03,0.0,1.0,0.0,1.0,1.0,0.0,True
174,2014-12-04,0.0,1.0,0.0,1.0,1.0,0.0,True
175,2014-12-05,1.0,1.0,0.0,2.0,0.5,0.5,False
176,2014-12-09,0.0,1.0,1.0,2.0,0.5,0.0,False
177,2014-12-11,1.0,1.0,0.0,2.0,0.5,0.5,False
178,2014-12-16,1.0,1.0,0.0,2.0,0.5,0.5,False
179,2014-12-18,2.0,0.0,0.0,2.0,0.0,1.0,False
180,2014-12-19,0.0,1.0,0.0,1.0,1.0,0.0,False
181,2014-12-22,0.0,0.0,1.0,1.0,0.0,0.0,False
182,2014-12-23,0.0,1.0,0.0,1.0,1.0,0.0,False
183,2014-12-29,2.0,7.0,0.0,9.0,0.7777777777777778,0.2222222222222222,False
184,2014-12-31,1.0,0.0,0.0,1.0,0.0,1.0,False
185,2015-01-05,1.0,6.0,0.0,7.0,0.8571428571428571,0.14285714285714285,False
186,2015-01-07,1.0,4.0,0.0,5.0,0.8,0.2,True
187,2015-01-08,2.0,0.0,0.0,2.0,0.0,1.0,False
188,2015-01-09,0.0,1.0,0.0,1.0,1.0,0.0,False
189,2015-01-13,3.0,1.0,0.0,4.0,0.25,0.75,False
190,2015-01-14,0.0,1.0,0.0,1.0,1.0,0.0,False
191,2015-01-15,1.0,0.0,0.0,1.0,0.0,1.0,True
192,2015-01-16,4.0,6.0,0.0,10.0,0.6,0.4,True
193,2015-01-19,3.0,2.0,0.0,5.0,0.4,0.6,True
194,2015-01-26,2.0,3.0,0.0,5.0,0.6,0.4,False
195,2015-01-27,2.0,2.0,0.0,4.0,0.5,0.5,True
196,2015-01-28,0.0,1.0,0.0,1.0,1.0,0.0,True
197,2015-01-29,1.0,4.0,1.0,6.0,0.6666666666666666,0.16666666666666666,False
198,2015-01-30,1.0,2.0,0.0,3.0,0.6666666666666666,0.3333333333333333,False
199,2015-02-02,0.0,1.0,0.0,1.0,1.0,0.0,False
200,2015-02-03,1.0,1.0,0.0,2.0,0.5,0.5,True
201,2015-02-04,0.0,1.0,0.0,1.0,1.0,0.0,True
202,2015-02-09,0.0,4.0,0.0,4.0,1.0,0.0,False
203,2015-02-11,4.0,1.0,0.0,5.0,0.2,0.8,False
204,2015-02-12,0.0,1.0,0.0,1.0,1.0,0.0,False
205,2015-02-14,0.0,0.0,1.0,1.0,0.0,0.0,False
206,2015-02-16,0.0,1.0,0.0,1.0,1.0,0.0,True
207,2015-02-17,1.0,1.0,0.0,2.0,0.5,0.5,False
208,2015-02-18,0.0,1.0,0.0,1.0,1.0,0.0,False
209,2015-02-23,0.0,1.0,0.0,1.0,1.0,0.0,False
210,2015-02-26,2.0,0.0,0.0,2.0,0.0,1.0,False
211,2015-03-02,0.0,1.0,0.0,1.0,1.0,0.0,True
212,2015-03-09,0.0,2.0,0.0,2.0,1.0,0.0,False
213,2015-03-10,0.0,2.0,0.0,2.0,1.0,0.0,False
214,2015-03-12,1.0,1.0,1.0,3.0,0.3333333333333333,0.3333333333333333,False
215,2015-03-16,1.0,0.0,0.0,1.0,0.0,1.0,False
216,2015-03-27,2.0,0.0,0.0,2.0,0.0,1.0,False
217,2015-04-01,2.0,1.0,0.0,3.0,0.3333333333333333,0.6666666666666666,False
218,2015-04-03,0.0,2.0,0.0,2.0,1.0,0.0,True
219,2015-04-07,0.0,2.0,1.0,3.0,0.6666666666666666,0.0,False
220,2015-04-09,0.0,1.0,0.0,1.0,1.0,0.0,False
221,2015-04-10,1.0,1.0,0.0,2.0,0.5,0.5,False
222,2015-04-13,2.0,0.0,0.0,2.0,0.0,1.0,False
223,2015-04-14,1.0,0.0,0.0,1.0,0.0,1.0,False
224,2015-04-17,0.0,2.0,0.0,2.0,1.0,0.0,False
225,2015-04-20,0.0,4.0,0.0,4.0,1.0,0.0,False
226,2015-04-21,2.0,3.0,0.0,5.0,0.6,0.4,False
227,2015-04-24,1.0,0.0,1.0,2.0,0.0,0.5,False
228,2015-04-27,2.0,0.0,0.0,2.0,0.0,1.0,False
229,2015-04-28,1.0,1.0,1.0,3.0,0.3333333333333333,0.3333333333333333,False
230,2015-04-29,1.0,0.0,0.0,1.0,0.0,1.0,False
231,2015-04-30,0.0,1.0,0.0,1.0,1.0,0.0,False
232,2015-05-04,0.0,1.0,0.0,1.0,1.0,0.0,True
233,2015-05-11,2.0,1.0,0.0,3.0,0.3333333333333333,0.6666666666666666,False
234,2015-05-18,1.0,5.0,0.0,6.0,0.8333333333333334,0.16666666666666666,False
235,2015-05-26,0.0,1.0,0.0,1.0,1.0,0.0,False
236,2015-05-28,0.0,3.0,0.0,3.0,1.0,0.0,False
237,2015-05-29,0.0,1.0,0.0,1.0,1.0,0.0,False
238,2015-06-11,0.0,1.0,0.0,1.0,1.0,0.0,False
239,2015-06-16,1.0,1.0,0.0,2.0,0.5,0.5,False
240,2015-06-19,1.0,1.0,0.0,2.0,0.5,0.5,False
241,2015-06-23,1.0,0.0,2.0,3.0,0.0,0.3333333333333333,False
242,2015-06-29,0.0,1.0,0.0,1.0,1.0,0.0,False
243,2015-06-30,0.0,1.0,1.0,2.0,0.5,0.0,False
244,2015-07-03,1.0,1.0,0.0,2.0,0.5,0.5,False
245,2015-07-07,0.0,1.0,0.0,1.0,1.0,0.0,True
246,2015-07-09,0.0,1.0,0.0,1.0,1.0,0.0,False
247,2015-07-15,0.0,3.0,1.0,4.0,0.75,0.0,False
248,2015-07-22,2.0,1.0,0.0,3.0,0.3333333333333333,0.6666666666666666,False
249,2015-07-23,1.0,0.0,0.0,1.0,0.0,1.0,False
250,2015-07-24,0.0,1.0,0.0,1.0,1.0,0.0,False
251,2015-07-27,0.0,2.0,0.0,2.0,1.0,0.0,False
252,2015-07-28,1.0,0.0,0.0,1.0,0.0,1.0,True
253,2015-07-29,0.0,1.0,0.0,1.0,1.0,0.0,True
254,2015-07-31,1.0,0.0,0.0,1.0,0.0,1.0,False
255,2015-08-05,1.0,0.0,0.0,1.0,0.0,1.0,False
256,2015-08-07,1.0,1.0,0.0,2.0,0.5,0.5,False
257,2015-08-13,0.0,1.0,0.0,1.0,1.0,0.0,False
258,2015-08-14,0.0,1.0,0.0,1.0,1.0,0.0,False
259,2015-08-17,0.0,1.0,0.0,1.0,1.0,0.0,False
260,2015-08-19,1.0,2.0,0.0,3.0,0.6666666666666666,0.3333333333333333,False
261,2015-08-21,1.0,0.0,0.0,1.0,0.0,1.0,False
262,2015-08-25,2.0,1.0,0.0,3.0,0.3333333333333333,0.6666666666666666,False
263,2015-08-26,1.0,1.0,0.0,2.0,0.5,0.5,False
264,2015-08-28,0.0,1.0,0.0,1.0,1.0,0.0,False
265,2015-09-01,0.0,2.0,0.0,2.0,1.0,0.0,True
266,2015-09-02,0.0,2.0,0.0,2.0,1.0,0.0,True
267,2015-09-04,1.0,0.0,0.0,1.0,0.0,1.0,False
268,2015-09-18,0.0,1.0,0.0,1.0,1.0,0.0,False
269,2015-09-30,0.0,1.0,0.0,1.0,1.0,0.0,False
270,2015-10-02,1.0,1.0,0.0,2.0,0.5,0.5,False
271,2015-10-08,0.0,1.0,0.0,1.0,1.0,0.0,False
272,2015-10-09,2.0,0.0,0.0,2.0,0.0,1.0,False
273,2015-10-12,1.0,2.0,0.0,3.0,0.6666666666666666,0.3333333333333333,True
274,2015-10-13,0.0,3.0,0.0,3.0,1.0,0.0,True
275,2015-10-16,3.0,1.0,0.0,4.0,0.25,0.75,False
276,2015-10-19,0.0,1.0,0.0,1.0,1.0,0.0,False
277,2015-10-22,0.0,1.0,0.0,1.0,1.0,0.0,False
278,2015-11-02,0.0,1.0,0.0,1.0,1.0,0.0,False
279,2015-11-03,1.0,3.0,0.0,4.0,0.75,0.25,False
280,2015-11-05,0.0,2.0,0.0,2.0,1.0,0.0,False
281,2015-11-06,1.0,0.0,0.0,1.0,0.0,1.0,False
282,2015-11-12,1.0,1.0,0.0,2.0,0.5,0.5,True
283,2015-11-23,0.0,2.0,0.0,2.0,1.0,0.0,True
284,2015-12-02,0.0,1.0,0.0,1.0,1.0,0.0,True
285,2015-12-03,1.0,0.0,0.0,1.0,0.0,1.0,True
286,2015-12-04,0.0,1.0,0.0,1.0,1.0,0.0,True
287,2015-12-07,1.0,0.0,0.0,1.0,0.0,1.0,False
288,2015-12-16,1.0,1.0,0.0,2.0,0.5,0.5,True
289,2015-12-17,0.0,1.0,0.0,1.0,1.0,0.0,False
290,2015-12-22,1.0,0.0,0.0,1.0,0.0,1.0,False
291,2015-12-23,1.0,0.0,0.0,1.0,0.0,1.0,False
292,2015-12-24,1.0,2.0,0.0,3.0,0.6666666666666666,0.3333333333333333,False
293,2016-01-04,4.0,1.0,0.0,5.0,0.2,0.8,True
294,2016-01-05,0.0,1.0,0.0,1.0,1.0,0.0,True
295,2016-01-07,0.0,1.0,0.0,1.0,1.0,0.0,False
296,2016-01-19,1.0,0.0,0.0,1.0,0.0,1.0,False
297,2016-01-21,0.0,2.0,0.0,2.0,1.0,0.0,False
298,2016-01-27,0.0,1.0,0.0,1.0,1.0,0.0,False
299,2016-01-28,2.0,0.0,1.0,3.0,0.0,0.6666666666666666,False
300,2016-01-29,0.0,2.0,3.0,5.0,0.4,0.0,False
301,2016-02-01,0.0,2.0,0.0,2.0,1.0,0.0,False
302,2016-02-03,0.0,1.0,0.0,1.0,1.0,0.0,True
303,2016-02-04,0.0,1.0,0.0,1.0,1.0,0.0,False
304,2016-02-05,1.0,0.0,0.0,1.0,0.0,1.0,False
305,2016-02-07,0.0,1.0,0.0,1.0,1.0,0.0,False
306,2016-02-08,0.0,0.0,1.0,1.0,0.0,0.0,False
307,2016-02-16,0.0,1.0,2.0,3.0,0.3333333333333333,0.0,False
308,2016-02-17,1.0,0.0,1.0,2.0,0.0,0.5,False
309,2016-02-19,0.0,1.0,0.0,1.0,1.0,0.0,False
310,2016-02-23,2.0,0.0,0.0,2.0,0.0,1.0,True
311,2016-02-26,0.0,1.0,0.0,1.0,1.0,0.0,False
312,2016-03-01,0.0,2.0,0.0,2.0,1.0,0.0,True
313,2016-03-10,1.0,0.0,0.0,1.0,0.0,1.0,False
314,2016-03-11,0.0,1.0,0.0,1.0,1.0,0.0,False
315,2016-03-14,1.0,1.0,1.0,3.0,0.3333333333333333,0.3333333333333333,False
316,2016-03-16,0.0,2.0,0.0,2.0,1.0,0.0,False
317,2016-03-18,1.0,2.0,0.0,3.0,0.6666666666666666,0.3333333333333333,False
318,2016-03-24,0.0,1.0,0.0,1.0,1.0,0.0,False
319,2016-03-30,0.0,0.0,1.0,1.0,0.0,0.0,True
320,2016-03-31,2.0,0.0,0.0,2.0,0.0,1.0,False
321,2016-04-01,0.0,3.0,0.0,3.0,1.0,0.0,False
322,2016-04-04,1.0,4.0,0.0,5.0,0.8,0.2,True
323,2016-04-05,0.0,1.0,0.0,1.0,1.0,0.0,True
324,2016-04-07,1.0,0.0,0.0,1.0,0.0,1.0,False
325,2016-04-14,0.0,1.0,0.0,1.0,1.0,0.0,True
326,2016-04-18,0.0,0.0,1.0,1.0,0.0,0.0,True
327,2016-04-27,1.0,0.0,0.0,1.0,0.0,1.0,False
328,2016-04-29,0.0,4.0,0.0,4.0,1.0,0.0,False
329,2016-05-03,2.0,0.0,0.0,2.0,0.0,1.0,False
330,2016-05-06,0.0,1.0,0.0,1.0,1.0,0.0,True
331,2016-05-10,1.0,3.0,0.0,4.0,0.75,0.25,False
332,2016-05-12,0.0,3.0,1.0,4.0,0.75,0.0,False
333,2016-05-13,2.0,0.0,0.0,2.0,0.0,1.0,False
334,2016-05-17,0.0,0.0,1.0,1.0,0.0,0.0,False
335,2016-05-19,1.0,0.0,0.0,1.0,0.0,1.0,False
336,2016-05-23,0.0,2.0,0.0,2.0,1.0,0.0,False
337,2016-05-24,0.0,1.0,0.0,1.0,1.0,0.0,False
338,2016-05-25,1.0,2.0,0.0,3.0,0.6666666666666666,0.3333333333333333,False
339,2016-05-27,1.0,1.0,0.0,2.0,0.5,0.5,False
340,2016-05-31,0.0,2.0,0.0,2.0,1.0,0.0,False
341,2016-06-01,2.0,0.0,1.0,3.0,0.0,0.6666666666666666,True
342,2016-06-03,1.0,1.0,0.0,2.0,0.5,0.5,False
343,2016-06-08,0.0,2.0,0.0,2.0,1.0,0.0,True
344,2016-06-09,1.0,0.0,0.0,1.0,0.0,1.0,True
345,2016-06-10,0.0,1.0,0.0,1.0,1.0,0.0,True
346,2016-06-14,1.0,0.0,0.0,1.0,0.0,1.0,False
347,2016-06-15,0.0,1.0,0.0,1.0,1.0,0.0,False
348,2016-06-20,0.0,2.0,0.0,2.0,1.0,0.0,True
349,2016-06-21,0.0,1.0,0.0,1.0,1.0,0.0,True
350,2016-07-06,0.0,1.0,0.0,1.0,1.0,0.0,False
351,2016-07-21,1.0,0.0,0.0,1.0,0.0,1.0,False
352,2016-07-22,1.0,0.0,0.0,1.0,0.0,1.0,False
353,2016-07-26,2.0,1.0,0.0,3.0,0.3333333333333333,0.6666666666666666,False
354,2016-07-27,0.0,1.0,0.0,1.0,1.0,0.0,True
355,2016-07-28,2.0,0.0,0.0,2.0,0.0,1.0,True
356,2016-08-03,0.0,1.0,0.0,1.0,1.0,0.0,False
357,2016-08-10,0.0,1.0,0.0,1.0,1.0,0.0,True
358,2016-08-17,0.0,1.0,0.0,1.0,1.0,0.0,False
359,2016-08-24,0.0,2.0,1.0,3.0,0.6666666666666666,0.0,False
360,2016-08-25,1.0,0.0,0.0,1.0,0.0,1.0,False
361,2016-08-29,1.0,0.0,0.0,1.0,0.0,1.0,False
362,2016-08-31,1.0,0.0,0.0,1.0,0.0,1.0,False
363,2016-09-06,0.0,1.0,0.0,1.0,1.0,0.0,True
364,2016-09-13,0.0,1.0,0.0,1.0,1.0,0.0,False
365,2016-09-20,1.0,0.0,0.0,1.0,0.0,1.0,True
366,2016-09-21,0.0,0.0,1.0,1.0,0.0,0.0,True
367,2016-09-27,0.0,0.0,1.0,1.0,0.0,0.0,False
368,2016-09-28,2.0,0.0,0.0,2.0,0.0,1.0,False
369,2016-10-05,0.0,1.0,0.0,1.0,1.0,0.0,True
370,2016-10-24,0.0,1.0,0.0,1.0,1.0,0.0,False
371,2016-10-26,0.0,0.0,2.0,2.0,0.0,0.0,False
372,2016-11-02,1.0,1.0,0.0,2.0,0.5,0.5,True
373,2016-11-30,1.0,2.0,0.0,3.0,0.6666666666666666,0.3333333333333333,False
374,2016-12-01,5.0,0.0,0.0,5.0,0.0,1.0,False
375,2016-12-06,1.0,1.0,0.0,2.0,0.5,0.5,True
376,2016-12-12,0.0,1.0,0.0,1.0,1.0,0.0,False
377,2016-12-22,1.0,0.0,0.0,1.0,0.0,1.0,False
378,2016-12-28,1.0,0.0,0.0,1.0,0.0,1.0,False
379,2016-12-29,0.0,1.0,0.0,1.0,1.0,0.0,False
380,2016-12-30,3.0,0.0,0.0,3.0,0.0,1.0,False
381,2017-01-02,0.0,2.0,0.0,2.0,1.0,0.0,False
382,2017-01-03,1.0,1.0,0.0,2.0,0.5,0.5,False
