,close_date,ApproveAfterChange,DirectlyApprove,Rejected,TotalCommit,ApprovalRate,CloseToReleaseDate
44,2011-08-03,0.0,10.0,4.0,14.0,0.7142857142857143,False
45,2011-08-04,2.0,2.0,2.0,6.0,0.3333333333333333,False
46,2011-08-05,1.0,0.0,0.0,1.0,0.0,False
47,2011-08-07,0.0,0.0,1.0,1.0,0.0,False
48,2011-08-08,0.0,2.0,0.0,2.0,1.0,False
49,2011-08-10,0.0,1.0,1.0,2.0,0.5,False
50,2011-08-11,1.0,2.0,0.0,3.0,0.6666666666666666,False
51,2011-08-12,0.0,3.0,1.0,4.0,0.75,False
52,2011-08-13,0.0,1.0,0.0,1.0,1.0,False
53,2011-08-16,1.0,3.0,0.0,4.0,0.75,False
54,2011-08-17,1.0,5.0,6.0,12.0,0.4166666666666667,False
55,2011-08-18,1.0,4.0,43.0,48.0,0.08333333333333333,False
56,2011-08-19,0.0,5.0,0.0,5.0,1.0,False
57,2011-08-22,0.0,1.0,0.0,1.0,1.0,False
58,2011-08-23,1.0,2.0,2.0,5.0,0.4,False
59,2011-08-24,3.0,5.0,5.0,13.0,0.38461538461538464,False
60,2011-08-25,0.0,4.0,0.0,4.0,1.0,False
61,2011-08-26,0.0,3.0,2.0,5.0,0.6,False
62,2011-08-27,0.0,1.0,0.0,1.0,1.0,False
63,2011-08-30,1.0,4.0,0.0,5.0,0.8,False
64,2011-08-31,1.0,2.0,0.0,3.0,0.6666666666666666,False
65,2011-09-01,1.0,0.0,2.0,3.0,0.0,False
66,2011-09-02,1.0,2.0,0.0,3.0,0.6666666666666666,False
67,2011-09-06,1.0,0.0,0.0,1.0,0.0,False
68,2011-09-07,0.0,1.0,0.0,1.0,1.0,False
69,2011-09-08,1.0,1.0,0.0,2.0,0.5,False
70,2011-09-09,2.0,2.0,0.0,4.0,0.5,False
71,2011-09-10,0.0,1.0,0.0,1.0,1.0,False
72,2011-09-12,0.0,1.0,0.0,1.0,1.0,False
73,2011-09-13,0.0,3.0,0.0,3.0,1.0,False
74,2011-09-14,2.0,5.0,1.0,8.0,0.625,False
75,2011-09-15,1.0,7.0,1.0,9.0,0.7777777777777778,False
76,2011-09-16,0.0,5.0,2.0,7.0,0.7142857142857143,False
77,2011-09-20,1.0,5.0,18.0,24.0,0.20833333333333331,False
78,2011-09-21,0.0,6.0,1.0,7.0,0.8571428571428571,False
79,2011-09-22,1.0,1.0,0.0,2.0,0.5,False
80,2011-09-23,1.0,1.0,0.0,2.0,0.5,False
81,2011-09-26,1.0,1.0,0.0,2.0,0.5,False
82,2011-09-27,3.0,3.0,1.0,7.0,0.42857142857142855,False
83,2011-09-28,1.0,2.0,2.0,5.0,0.4,False
84,2011-09-29,0.0,4.0,0.0,4.0,1.0,False
85,2011-09-30,0.0,0.0,1.0,1.0,0.0,False
86,2011-10-01,0.0,2.0,0.0,2.0,1.0,False
87,2011-10-02,0.0,2.0,0.0,2.0,1.0,False
88,2011-10-03,0.0,2.0,0.0,2.0,1.0,False
89,2011-10-04,0.0,2.0,0.0,2.0,1.0,False
90,2011-10-06,0.0,1.0,0.0,1.0,1.0,False
91,2011-10-08,1.0,1.0,4.0,6.0,0.16666666666666666,False
92,2011-10-10,0.0,4.0,0.0,4.0,1.0,False
93,2011-10-11,0.0,8.0,0.0,8.0,1.0,False
94,2011-10-12,6.0,5.0,1.0,12.0,0.4166666666666667,False
95,2011-10-13,1.0,8.0,1.0,10.0,0.8,False
96,2011-10-14,0.0,3.0,1.0,4.0,0.75,False
97,2011-10-17,1.0,5.0,0.0,6.0,0.8333333333333334,False
98,2011-10-18,2.0,6.0,1.0,9.0,0.6666666666666666,True
99,2011-10-19,1.0,3.0,1.0,5.0,0.6,True
100,2011-10-20,1.0,10.0,0.0,11.0,0.9090909090909092,False
101,2011-10-21,2.0,5.0,0.0,7.0,0.7142857142857143,False
102,2011-10-24,0.0,3.0,0.0,3.0,1.0,False
103,2011-10-25,0.0,6.0,0.0,6.0,1.0,False
104,2011-10-26,1.0,8.0,1.0,10.0,0.8,False
105,2011-10-27,2.0,3.0,0.0,5.0,0.6,False
106,2011-10-28,0.0,2.0,0.0,2.0,1.0,False
107,2011-10-29,0.0,3.0,0.0,3.0,1.0,False
108,2011-10-30,0.0,2.0,0.0,2.0,1.0,False
109,2011-10-31,0.0,7.0,0.0,7.0,1.0,False
110,2011-11-01,5.0,6.0,1.0,12.0,0.5,False
111,2011-11-02,0.0,6.0,0.0,6.0,1.0,False
112,2011-11-03,7.0,8.0,0.0,15.0,0.5333333333333333,False
113,2011-11-04,3.0,8.0,0.0,11.0,0.7272727272727273,False
114,2011-11-05,0.0,1.0,0.0,1.0,1.0,False
115,2011-11-07,0.0,6.0,0.0,6.0,1.0,False
116,2011-11-08,0.0,5.0,1.0,6.0,0.8333333333333334,False
117,2011-11-09,0.0,4.0,2.0,6.0,0.6666666666666666,False
118,2011-11-10,0.0,21.0,1.0,22.0,0.9545454545454546,True
119,2011-11-11,10.0,17.0,0.0,27.0,0.6296296296296297,True
120,2011-11-12,0.0,7.0,0.0,7.0,1.0,False
121,2011-11-14,0.0,6.0,0.0,6.0,1.0,True
122,2011-11-15,7.0,24.0,0.0,31.0,0.7741935483870968,False
123,2011-11-16,0.0,15.0,0.0,15.0,1.0,True
124,2011-11-17,1.0,18.0,0.0,19.0,0.9473684210526316,True
125,2011-11-18,2.0,9.0,1.0,12.0,0.75,False
126,2011-11-19,1.0,13.0,0.0,14.0,0.9285714285714286,False
127,2011-11-21,1.0,12.0,1.0,14.0,0.8571428571428571,True
128,2011-11-22,0.0,7.0,0.0,7.0,1.0,True
129,2011-11-23,0.0,8.0,0.0,8.0,1.0,False
130,2011-11-28,3.0,5.0,0.0,8.0,0.625,False
131,2011-11-29,1.0,8.0,0.0,9.0,0.8888888888888888,False
132,2011-11-30,1.0,15.0,0.0,16.0,0.9375,False
133,2011-12-01,1.0,3.0,0.0,4.0,0.75,False
134,2011-12-02,0.0,6.0,0.0,6.0,1.0,False
135,2011-12-03,1.0,1.0,0.0,2.0,0.5,False
136,2011-12-05,0.0,6.0,0.0,6.0,1.0,False
137,2011-12-06,0.0,4.0,0.0,4.0,1.0,False
138,2011-12-07,0.0,12.0,0.0,12.0,1.0,False
139,2011-12-08,1.0,3.0,1.0,5.0,0.6,False
140,2011-12-09,1.0,3.0,0.0,4.0,0.75,False
141,2011-12-12,0.0,4.0,0.0,4.0,1.0,False
142,2011-12-13,0.0,2.0,0.0,2.0,1.0,False
143,2011-12-14,0.0,1.0,0.0,1.0,1.0,False
144,2011-12-15,0.0,3.0,0.0,3.0,1.0,False
145,2011-12-16,0.0,3.0,0.0,3.0,1.0,False
146,2011-12-17,0.0,3.0,0.0,3.0,1.0,False
147,2011-12-19,0.0,3.0,0.0,3.0,1.0,False
148,2011-12-20,0.0,2.0,0.0,2.0,1.0,False
149,2011-12-21,0.0,0.0,5.0,5.0,0.0,False
150,2011-12-22,0.0,1.0,0.0,1.0,1.0,False
151,2011-12-23,0.0,3.0,0.0,3.0,1.0,True
152,2011-12-26,0.0,2.0,1.0,3.0,0.6666666666666666,False
153,2011-12-27,0.0,9.0,1.0,10.0,0.9,False
154,2011-12-28,0.0,7.0,0.0,7.0,1.0,False
155,2011-12-29,0.0,5.0,0.0,5.0,1.0,False
156,2011-12-30,1.0,2.0,0.0,3.0,0.6666666666666666,False
157,2012-01-03,0.0,6.0,0.0,6.0,1.0,False
158,2012-01-04,0.0,1.0,0.0,1.0,1.0,False
159,2012-01-06,0.0,3.0,0.0,3.0,1.0,False
160,2012-01-07,0.0,0.0,1.0,1.0,0.0,True
161,2012-01-09,0.0,1.0,0.0,1.0,1.0,False
162,2012-01-11,3.0,4.0,4.0,11.0,0.3636363636363637,False
163,2012-01-12,0.0,3.0,0.0,3.0,1.0,False
164,2012-01-13,0.0,4.0,0.0,4.0,1.0,False
165,2012-01-14,0.0,1.0,0.0,1.0,1.0,False
166,2012-01-18,3.0,1.0,0.0,4.0,0.25,False
167,2012-01-19,0.0,2.0,0.0,2.0,1.0,False
168,2012-01-23,0.0,2.0,0.0,2.0,1.0,False
169,2012-01-24,0.0,1.0,0.0,1.0,1.0,False
170,2012-01-25,5.0,2.0,0.0,7.0,0.2857142857142857,True
171,2012-01-26,0.0,1.0,2.0,3.0,0.3333333333333333,True
172,2012-01-27,0.0,5.0,2.0,7.0,0.7142857142857143,False
173,2012-01-28,1.0,3.0,3.0,7.0,0.42857142857142855,False
174,2012-01-30,0.0,2.0,0.0,2.0,1.0,False
175,2012-01-31,2.0,4.0,2.0,8.0,0.5,False
176,2012-02-01,0.0,19.0,5.0,24.0,0.7916666666666666,False
177,2012-02-02,2.0,8.0,3.0,13.0,0.6153846153846154,False
178,2012-02-03,1.0,9.0,2.0,12.0,0.75,False
179,2012-02-04,1.0,3.0,0.0,4.0,0.75,False
180,2012-02-06,2.0,6.0,1.0,9.0,0.6666666666666666,False
181,2012-02-07,1.0,3.0,0.0,4.0,0.75,False
182,2012-02-08,1.0,8.0,1.0,10.0,0.8,False
183,2012-02-09,0.0,4.0,3.0,7.0,0.5714285714285714,False
184,2012-02-10,5.0,7.0,0.0,12.0,0.5833333333333334,False
185,2012-02-11,1.0,0.0,0.0,1.0,0.0,False
186,2012-02-13,0.0,1.0,0.0,1.0,1.0,False
187,2012-02-14,2.0,4.0,3.0,9.0,0.4444444444444444,False
188,2012-02-15,0.0,3.0,0.0,3.0,1.0,False
189,2012-02-16,0.0,2.0,0.0,2.0,1.0,True
190,2012-02-17,2.0,2.0,0.0,4.0,0.5,True
191,2012-02-20,1.0,1.0,2.0,4.0,0.25,False
192,2012-02-21,0.0,5.0,0.0,5.0,1.0,False
193,2012-02-22,11.0,8.0,0.0,19.0,0.42105263157894735,False
194,2012-02-23,1.0,1.0,1.0,3.0,0.3333333333333333,False
195,2012-02-24,0.0,1.0,0.0,1.0,1.0,False
196,2012-02-28,0.0,2.0,0.0,2.0,1.0,False
197,2012-02-29,0.0,1.0,0.0,1.0,1.0,False
198,2012-03-03,0.0,2.0,0.0,2.0,1.0,False
199,2012-03-06,11.0,14.0,0.0,25.0,0.56,False
200,2012-03-07,0.0,1.0,0.0,1.0,1.0,False
201,2012-03-08,0.0,1.0,0.0,1.0,1.0,False
202,2012-03-10,0.0,0.0,1.0,1.0,0.0,False
203,2012-03-11,0.0,3.0,0.0,3.0,1.0,False
204,2012-03-12,1.0,9.0,3.0,13.0,0.6923076923076923,False
205,2012-03-13,2.0,1.0,0.0,3.0,0.3333333333333333,False
206,2012-03-14,0.0,5.0,1.0,6.0,0.8333333333333334,False
207,2012-03-15,1.0,2.0,0.0,3.0,0.6666666666666666,False
208,2012-03-19,0.0,1.0,1.0,2.0,0.5,False
209,2012-03-20,0.0,1.0,0.0,1.0,1.0,False
210,2012-03-21,0.0,2.0,6.0,8.0,0.25,True
211,2012-03-22,0.0,1.0,1.0,2.0,0.5,True
212,2012-03-26,0.0,1.0,0.0,1.0,1.0,False
213,2012-03-27,0.0,1.0,0.0,1.0,1.0,False
214,2012-03-28,5.0,7.0,5.0,17.0,0.4117647058823529,False
215,2012-03-29,0.0,2.0,0.0,2.0,1.0,False
216,2012-03-30,1.0,4.0,3.0,8.0,0.5,False
217,2012-03-31,0.0,1.0,0.0,1.0,1.0,False
218,2012-04-02,1.0,6.0,0.0,7.0,0.8571428571428571,False
219,2012-04-03,1.0,4.0,1.0,6.0,0.6666666666666666,False
220,2012-04-04,1.0,1.0,1.0,3.0,0.3333333333333333,True
221,2012-04-05,1.0,3.0,0.0,4.0,0.75,True
222,2012-04-06,0.0,2.0,0.0,2.0,1.0,False
223,2012-04-07,0.0,1.0,0.0,1.0,1.0,False
224,2012-04-09,2.0,11.0,0.0,13.0,0.8461538461538461,False
225,2012-04-10,0.0,11.0,0.0,11.0,1.0,False
226,2012-04-11,1.0,5.0,3.0,9.0,0.5555555555555556,False
227,2012-04-12,1.0,5.0,1.0,7.0,0.7142857142857143,False
228,2012-04-13,1.0,16.0,9.0,26.0,0.6153846153846154,False
229,2012-04-14,1.0,9.0,0.0,10.0,0.9,False
230,2012-04-15,0.0,2.0,0.0,2.0,1.0,False
231,2012-04-16,0.0,13.0,6.0,19.0,0.6842105263157895,False
232,2012-04-17,5.0,8.0,1.0,14.0,0.5714285714285714,False
233,2012-04-18,2.0,11.0,6.0,19.0,0.5789473684210527,False
234,2012-04-19,1.0,15.0,2.0,18.0,0.8333333333333334,False
235,2012-04-20,2.0,7.0,3.0,12.0,0.5833333333333334,False
236,2012-04-21,0.0,2.0,0.0,2.0,1.0,False
237,2012-04-22,0.0,2.0,0.0,2.0,1.0,False
238,2012-04-23,0.0,2.0,0.0,2.0,1.0,False
239,2012-04-24,5.0,22.0,4.0,31.0,0.7096774193548387,False
240,2012-04-25,4.0,16.0,3.0,23.0,0.6956521739130435,False
241,2012-04-26,8.0,25.0,3.0,36.0,0.6944444444444444,False
242,2012-04-27,2.0,15.0,1.0,18.0,0.8333333333333334,False
243,2012-04-28,0.0,8.0,0.0,8.0,1.0,False
244,2012-04-29,0.0,1.0,0.0,1.0,1.0,True
245,2012-04-30,1.0,6.0,0.0,7.0,0.8571428571428571,True
246,2012-05-01,1.0,25.0,2.0,28.0,0.8928571428571429,False
247,2012-05-02,3.0,27.0,6.0,36.0,0.75,False
248,2012-05-03,7.0,16.0,2.0,25.0,0.64,False
249,2012-05-04,3.0,10.0,5.0,18.0,0.5555555555555556,False
250,2012-05-05,1.0,6.0,0.0,7.0,0.8571428571428571,False
251,2012-05-07,0.0,11.0,0.0,11.0,1.0,False
252,2012-05-08,0.0,7.0,0.0,7.0,1.0,False
253,2012-05-09,8.0,26.0,1.0,35.0,0.7428571428571429,False
254,2012-05-10,1.0,29.0,0.0,30.0,0.9666666666666668,False
255,2012-05-11,2.0,16.0,0.0,18.0,0.8888888888888888,False
256,2012-05-12,1.0,4.0,0.0,5.0,0.8,False
257,2012-05-14,2.0,3.0,2.0,7.0,0.42857142857142855,False
258,2012-05-15,1.0,15.0,1.0,17.0,0.8823529411764706,False
259,2012-05-16,3.0,12.0,1.0,16.0,0.75,False
260,2012-05-17,6.0,11.0,6.0,23.0,0.4782608695652174,False
261,2012-05-18,2.0,9.0,0.0,11.0,0.8181818181818182,False
262,2012-05-19,3.0,11.0,3.0,17.0,0.6470588235294118,False
263,2012-05-20,1.0,1.0,0.0,2.0,0.5,False
264,2012-05-21,0.0,9.0,0.0,9.0,1.0,False
265,2012-05-22,1.0,16.0,2.0,19.0,0.8421052631578947,False
266,2012-05-23,1.0,8.0,2.0,11.0,0.7272727272727273,False
267,2012-05-24,2.0,10.0,4.0,16.0,0.625,False
268,2012-05-25,1.0,14.0,0.0,15.0,0.9333333333333332,False
269,2012-05-26,1.0,3.0,0.0,4.0,0.75,False
270,2012-05-28,0.0,1.0,0.0,1.0,1.0,False
271,2012-05-29,3.0,6.0,1.0,10.0,0.6,False
272,2012-05-30,5.0,19.0,0.0,24.0,0.7916666666666666,False
273,2012-05-31,5.0,13.0,2.0,20.0,0.65,False
274,2012-06-01,5.0,13.0,1.0,19.0,0.6842105263157895,False
275,2012-06-02,0.0,5.0,0.0,5.0,1.0,False
276,2012-06-03,0.0,2.0,0.0,2.0,1.0,False
277,2012-06-04,0.0,7.0,1.0,8.0,0.875,False
278,2012-06-05,3.0,12.0,3.0,18.0,0.6666666666666666,False
279,2012-06-06,8.0,14.0,1.0,23.0,0.6086956521739131,False
280,2012-06-07,7.0,13.0,3.0,23.0,0.5652173913043478,False
281,2012-06-08,0.0,3.0,0.0,3.0,1.0,False
282,2012-06-10,1.0,1.0,0.0,2.0,0.5,False
283,2012-06-11,4.0,8.0,3.0,15.0,0.5333333333333333,False
284,2012-06-12,4.0,24.0,2.0,30.0,0.8,False
285,2012-06-13,7.0,21.0,0.0,28.0,0.75,False
286,2012-06-14,8.0,19.0,1.0,28.0,0.6785714285714286,False
287,2012-06-15,1.0,5.0,0.0,6.0,0.8333333333333334,False
288,2012-06-16,1.0,0.0,0.0,1.0,0.0,False
289,2012-06-17,0.0,2.0,0.0,2.0,1.0,False
290,2012-06-18,1.0,6.0,1.0,8.0,0.75,False
291,2012-06-19,4.0,15.0,0.0,19.0,0.7894736842105263,False
292,2012-06-20,4.0,13.0,5.0,22.0,0.5909090909090909,False
293,2012-06-21,2.0,3.0,1.0,6.0,0.5,False
294,2012-06-22,2.0,7.0,2.0,11.0,0.6363636363636364,False
295,2012-06-23,0.0,1.0,0.0,1.0,1.0,False
296,2012-06-24,1.0,3.0,3.0,7.0,0.42857142857142855,False
297,2012-06-25,4.0,4.0,0.0,8.0,0.5,True
298,2012-06-26,2.0,18.0,1.0,21.0,0.8571428571428571,True
299,2012-06-27,2.0,24.0,1.0,27.0,0.8888888888888888,False
300,2012-06-28,1.0,14.0,0.0,15.0,0.9333333333333332,False
301,2012-06-29,1.0,16.0,4.0,21.0,0.7619047619047619,False
302,2012-06-30,1.0,3.0,1.0,5.0,0.6,False
303,2012-07-01,0.0,4.0,0.0,4.0,1.0,False
304,2012-07-02,2.0,3.0,0.0,5.0,0.6,False
305,2012-07-03,2.0,13.0,1.0,16.0,0.8125,False
306,2012-07-04,2.0,1.0,0.0,3.0,0.3333333333333333,False
307,2012-07-05,1.0,11.0,0.0,12.0,0.9166666666666666,False
308,2012-07-06,1.0,19.0,0.0,20.0,0.95,False
309,2012-07-08,0.0,3.0,0.0,3.0,1.0,False
310,2012-07-09,10.0,3.0,10.0,23.0,0.13043478260869565,False
311,2012-07-10,13.0,19.0,2.0,34.0,0.5588235294117647,False
312,2012-07-11,1.0,7.0,3.0,11.0,0.6363636363636364,False
313,2012-07-12,1.0,18.0,5.0,24.0,0.75,False
314,2012-07-13,0.0,1.0,2.0,3.0,0.3333333333333333,False
315,2012-07-14,7.0,31.0,2.0,40.0,0.775,False
316,2012-07-15,4.0,5.0,1.0,10.0,0.5,False
317,2012-07-16,1.0,14.0,0.0,15.0,0.9333333333333332,False
318,2012-07-17,4.0,12.0,3.0,19.0,0.631578947368421,False
319,2012-07-18,1.0,9.0,0.0,10.0,0.9,False
320,2012-07-19,5.0,10.0,3.0,18.0,0.5555555555555556,False
321,2012-07-20,8.0,10.0,0.0,18.0,0.5555555555555556,False
322,2012-07-21,0.0,3.0,1.0,4.0,0.75,False
323,2012-07-23,2.0,6.0,3.0,11.0,0.5454545454545454,False
324,2012-07-24,5.0,21.0,1.0,27.0,0.7777777777777778,False
325,2012-07-25,4.0,13.0,2.0,19.0,0.6842105263157895,False
326,2012-07-26,1.0,22.0,22.0,45.0,0.4888888888888889,False
327,2012-07-27,0.0,22.0,0.0,22.0,1.0,False
328,2012-07-28,1.0,10.0,1.0,12.0,0.8333333333333334,False
329,2012-07-29,0.0,2.0,0.0,2.0,1.0,False
330,2012-07-30,2.0,3.0,2.0,7.0,0.42857142857142855,True
331,2012-07-31,4.0,19.0,2.0,25.0,0.76,True
332,2012-08-01,3.0,15.0,3.0,21.0,0.7142857142857143,False
333,2012-08-02,3.0,5.0,2.0,10.0,0.5,False
334,2012-08-03,2.0,16.0,1.0,19.0,0.8421052631578947,False
335,2012-08-04,1.0,1.0,0.0,2.0,0.5,False
336,2012-08-07,3.0,3.0,0.0,6.0,0.5,False
337,2012-08-08,1.0,5.0,10.0,16.0,0.3125,False
338,2012-08-09,8.0,17.0,1.0,26.0,0.6538461538461539,False
339,2012-08-10,3.0,4.0,0.0,7.0,0.5714285714285714,False
340,2012-08-11,1.0,13.0,3.0,17.0,0.7647058823529411,False
341,2012-08-12,1.0,8.0,0.0,9.0,0.8888888888888888,False
342,2012-08-13,0.0,8.0,0.0,8.0,1.0,False
343,2012-08-14,3.0,17.0,1.0,21.0,0.8095238095238095,False
344,2012-08-15,4.0,18.0,2.0,24.0,0.75,False
345,2012-08-16,1.0,8.0,1.0,10.0,0.8,True
346,2012-08-17,1.0,5.0,0.0,6.0,0.8333333333333334,True
347,2012-08-18,2.0,6.0,0.0,8.0,0.75,False
348,2012-08-19,1.0,6.0,0.0,7.0,0.8571428571428571,True
349,2012-08-20,1.0,7.0,2.0,10.0,0.7,True
350,2012-08-21,1.0,5.0,3.0,9.0,0.5555555555555556,False
351,2012-08-23,0.0,0.0,1.0,1.0,0.0,False
352,2012-08-28,0.0,0.0,1.0,1.0,0.0,False
353,2012-08-29,0.0,0.0,3.0,3.0,0.0,False
354,2012-08-30,0.0,0.0,1.0,1.0,0.0,True
355,2012-08-31,0.0,0.0,2.0,2.0,0.0,True
356,2012-09-04,0.0,0.0,1.0,1.0,0.0,False
357,2012-09-05,0.0,0.0,1.0,1.0,0.0,False
358,2012-09-11,0.0,0.0,1.0,1.0,0.0,True
359,2012-09-12,0.0,0.0,1.0,1.0,0.0,True
360,2012-09-16,0.0,0.0,3.0,3.0,0.0,False
361,2012-09-18,0.0,0.0,1.0,1.0,0.0,False
362,2012-09-21,0.0,0.0,1.0,1.0,0.0,False
363,2012-09-25,0.0,0.0,1.0,1.0,0.0,False
364,2012-09-26,0.0,0.0,1.0,1.0,0.0,False
365,2012-10-02,0.0,0.0,1.0,1.0,0.0,False
366,2012-10-03,0.0,0.0,1.0,1.0,0.0,False
367,2012-10-04,0.0,0.0,1.0,1.0,0.0,False
368,2012-10-05,0.0,0.0,1.0,1.0,0.0,False
369,2012-10-12,0.0,0.0,2.0,2.0,0.0,False
370,2012-10-16,0.0,0.0,1.0,1.0,0.0,False
371,2012-10-22,0.0,0.0,2.0,2.0,0.0,False
372,2012-10-24,0.0,0.0,1.0,1.0,0.0,True
373,2012-10-31,0.0,0.0,1.0,1.0,0.0,True
374,2012-11-02,0.0,0.0,2.0,2.0,0.0,False
375,2012-11-05,0.0,0.0,1.0,1.0,0.0,True
376,2012-11-14,0.0,0.0,1.0,1.0,0.0,False
377,2012-11-15,0.0,0.0,1.0,1.0,0.0,False
378,2012-11-16,0.0,0.0,2.0,2.0,0.0,False
379,2012-11-18,0.0,0.0,1.0,1.0,0.0,False
380,2012-11-26,0.0,0.0,1.0,1.0,0.0,False
381,2012-11-28,0.0,0.0,1.0,1.0,0.0,False
382,2012-11-30,0.0,0.0,2.0,2.0,0.0,False
383,2012-12-05,0.0,0.0,1.0,1.0,0.0,True
384,2012-12-21,0.0,0.0,1.0,1.0,0.0,False
385,2012-12-22,0.0,0.0,1.0,1.0,0.0,False
386,2012-12-27,0.0,0.0,1.0,1.0,0.0,False
387,2013-01-09,0.0,0.0,2.0,2.0,0.0,False
388,2013-01-18,0.0,0.0,1.0,1.0,0.0,False
389,2013-01-25,0.0,0.0,1.0,1.0,0.0,False
390,2013-01-28,0.0,0.0,1.0,1.0,0.0,False
391,2013-01-30,0.0,0.0,1.0,1.0,0.0,False
392,2013-02-01,0.0,0.0,1.0,1.0,0.0,False
393,2013-02-11,0.0,0.0,1.0,1.0,0.0,False
394,2013-02-19,0.0,0.0,1.0,1.0,0.0,False
395,2013-02-22,0.0,0.0,1.0,1.0,0.0,False
396,2013-02-28,0.0,0.0,1.0,1.0,0.0,True
397,2013-03-03,0.0,0.0,1.0,1.0,0.0,False
398,2013-03-09,0.0,0.0,1.0,1.0,0.0,False
399,2013-03-19,0.0,0.0,2.0,2.0,0.0,False
400,2013-03-20,0.0,0.0,1.0,1.0,0.0,True
401,2013-03-21,0.0,0.0,1.0,1.0,0.0,True
402,2013-03-26,0.0,0.0,1.0,1.0,0.0,False
403,2013-03-27,0.0,0.0,1.0,1.0,0.0,False
404,2013-03-28,0.0,0.0,2.0,2.0,0.0,False
405,2013-04-01,0.0,0.0,1.0,1.0,0.0,True
406,2013-04-02,0.0,0.0,1.0,1.0,0.0,True
407,2013-04-09,0.0,0.0,1.0,1.0,0.0,False
408,2013-05-02,0.0,0.0,1.0,1.0,0.0,False
409,2013-05-03,0.0,0.0,2.0,2.0,0.0,False
410,2013-05-07,0.0,0.0,3.0,3.0,0.0,True
411,2013-05-09,0.0,0.0,5.0,5.0,0.0,False
412,2013-05-13,0.0,0.0,1.0,1.0,0.0,False
413,2013-05-16,0.0,0.0,2.0,2.0,0.0,False
414,2013-05-17,0.0,0.0,1.0,1.0,0.0,False
415,2013-05-20,0.0,0.0,1.0,1.0,0.0,False
416,2013-05-23,0.0,0.0,1.0,1.0,0.0,False
417,2013-05-28,0.0,0.0,1.0,1.0,0.0,True
418,2013-06-03,0.0,0.0,1.0,1.0,0.0,False
419,2013-06-21,0.0,0.0,1.0,1.0,0.0,True
420,2013-06-26,0.0,0.0,1.0,1.0,0.0,False
421,2013-06-27,0.0,0.0,1.0,1.0,0.0,False
422,2013-07-03,0.0,0.0,1.0,1.0,0.0,False
423,2013-07-05,0.0,0.0,2.0,2.0,0.0,False
424,2013-07-11,0.0,0.0,3.0,3.0,0.0,False
425,2013-07-19,1.0,2.0,0.0,3.0,0.6666666666666666,False
