,close_date,ApproveAfterChange,DirectlyApprove,Rejected,TotalCommit,ApprovalRate,CloseToReleaseDate
61,2011-04-27,0.0,4.0,3.0,7.0,0.5714285714285714,False
62,2011-04-28,0.0,3.0,0.0,3.0,1.0,False
63,2011-04-29,4.0,0.0,0.0,4.0,0.0,False
64,2011-04-30,0.0,1.0,0.0,1.0,1.0,False
65,2011-05-01,0.0,2.0,0.0,2.0,1.0,False
66,2011-05-02,0.0,4.0,0.0,4.0,1.0,False
67,2011-05-03,1.0,0.0,0.0,1.0,0.0,False
68,2011-05-05,1.0,4.0,0.0,5.0,0.8,False
69,2011-05-06,0.0,6.0,0.0,6.0,1.0,False
70,2011-05-07,3.0,7.0,0.0,10.0,0.7,False
71,2011-05-08,0.0,2.0,0.0,2.0,1.0,False
72,2011-05-09,6.0,4.0,0.0,10.0,0.4,False
73,2011-05-10,1.0,9.0,1.0,11.0,0.8181818181818182,False
74,2011-05-12,0.0,5.0,1.0,6.0,0.8333333333333334,True
75,2011-05-13,0.0,1.0,0.0,1.0,1.0,False
76,2011-05-14,3.0,7.0,0.0,10.0,0.7,False
77,2011-05-16,0.0,2.0,0.0,2.0,1.0,False
78,2011-05-17,4.0,3.0,2.0,9.0,0.3333333333333333,False
79,2011-05-18,2.0,4.0,1.0,7.0,0.5714285714285714,False
80,2011-05-19,0.0,1.0,0.0,1.0,1.0,False
81,2011-05-20,1.0,4.0,0.0,5.0,0.8,False
82,2011-05-22,0.0,1.0,0.0,1.0,1.0,False
83,2011-05-23,0.0,2.0,4.0,6.0,0.3333333333333333,False
84,2011-05-24,0.0,2.0,0.0,2.0,1.0,False
85,2011-05-25,0.0,1.0,0.0,1.0,1.0,False
86,2011-05-26,1.0,11.0,0.0,12.0,0.9166666666666666,False
87,2011-05-27,1.0,2.0,2.0,5.0,0.4,False
88,2011-05-28,1.0,2.0,1.0,4.0,0.5,False
89,2011-05-29,7.0,5.0,0.0,12.0,0.4166666666666667,False
90,2011-05-31,7.0,4.0,2.0,13.0,0.3076923076923077,False
91,2011-06-01,1.0,4.0,2.0,7.0,0.5714285714285714,False
92,2011-06-02,0.0,8.0,0.0,8.0,1.0,False
93,2011-06-03,0.0,2.0,3.0,5.0,0.4,False
94,2011-06-04,1.0,4.0,1.0,6.0,0.6666666666666666,False
95,2011-06-05,1.0,3.0,0.0,4.0,0.75,False
96,2011-06-06,3.0,4.0,3.0,10.0,0.4,True
97,2011-06-07,0.0,1.0,2.0,3.0,0.3333333333333333,True
98,2011-06-10,0.0,0.0,9.0,9.0,0.0,False
99,2011-06-12,2.0,9.0,0.0,11.0,0.8181818181818182,False
100,2011-06-13,1.0,2.0,0.0,3.0,0.6666666666666666,False
101,2011-06-14,2.0,5.0,10.0,17.0,0.29411764705882354,False
102,2011-06-16,0.0,11.0,0.0,11.0,1.0,True
103,2011-06-17,2.0,5.0,1.0,8.0,0.625,True
104,2011-06-18,1.0,0.0,0.0,1.0,0.0,False
105,2011-06-20,2.0,3.0,0.0,5.0,0.6,False
106,2011-06-21,9.0,7.0,2.0,18.0,0.3888888888888889,False
107,2011-06-22,7.0,4.0,1.0,12.0,0.3333333333333333,False
108,2011-06-23,1.0,2.0,1.0,4.0,0.5,False
109,2011-06-24,0.0,1.0,0.0,1.0,1.0,False
110,2011-06-27,0.0,2.0,1.0,3.0,0.6666666666666666,False
111,2011-06-30,0.0,2.0,0.0,2.0,1.0,False
112,2011-07-01,0.0,1.0,0.0,1.0,1.0,False
113,2011-07-03,0.0,1.0,0.0,1.0,1.0,False
114,2011-07-04,1.0,0.0,0.0,1.0,0.0,False
115,2011-07-05,2.0,4.0,0.0,6.0,0.6666666666666666,False
116,2011-07-06,1.0,1.0,0.0,2.0,0.5,False
117,2011-07-07,0.0,3.0,0.0,3.0,1.0,False
118,2011-07-08,2.0,1.0,1.0,4.0,0.25,False
119,2011-07-09,1.0,0.0,0.0,1.0,0.0,False
120,2011-07-11,1.0,5.0,1.0,7.0,0.7142857142857143,False
121,2011-07-12,0.0,3.0,1.0,4.0,0.75,False
122,2011-07-13,0.0,4.0,0.0,4.0,1.0,False
123,2011-07-14,5.0,3.0,0.0,8.0,0.375,False
124,2011-07-15,0.0,2.0,0.0,2.0,1.0,False
125,2011-07-17,1.0,0.0,0.0,1.0,0.0,False
126,2011-07-18,0.0,2.0,1.0,3.0,0.6666666666666666,False
127,2011-07-19,1.0,1.0,0.0,2.0,0.5,False
128,2011-07-21,0.0,3.0,0.0,3.0,1.0,False
129,2011-07-22,0.0,5.0,0.0,5.0,1.0,True
130,2011-07-23,0.0,1.0,0.0,1.0,1.0,True
131,2011-07-25,0.0,1.0,0.0,1.0,1.0,False
132,2011-07-26,1.0,2.0,1.0,4.0,0.5,False
133,2011-07-29,2.0,8.0,0.0,10.0,0.8,False
134,2011-08-06,0.0,1.0,0.0,1.0,1.0,False
135,2011-08-08,0.0,4.0,0.0,4.0,1.0,False
136,2011-08-10,0.0,3.0,0.0,3.0,1.0,False
137,2011-08-12,0.0,1.0,0.0,1.0,1.0,False
138,2011-08-14,0.0,1.0,0.0,1.0,1.0,True
139,2011-08-15,0.0,1.0,0.0,1.0,1.0,True
140,2011-08-16,0.0,3.0,0.0,3.0,1.0,False
141,2011-08-17,0.0,1.0,0.0,1.0,1.0,False
142,2011-08-19,1.0,0.0,0.0,1.0,0.0,False
143,2011-09-06,0.0,1.0,0.0,1.0,1.0,False
144,2011-09-07,1.0,0.0,0.0,1.0,0.0,False
145,2011-09-10,1.0,7.0,0.0,8.0,0.875,False
146,2011-09-12,0.0,2.0,0.0,2.0,1.0,False
147,2011-09-13,0.0,1.0,0.0,1.0,1.0,False
148,2011-09-14,0.0,0.0,1.0,1.0,0.0,False
149,2011-09-15,0.0,1.0,0.0,1.0,1.0,False
150,2011-09-20,1.0,0.0,0.0,1.0,0.0,False
151,2011-09-21,1.0,0.0,0.0,1.0,0.0,False
152,2011-09-23,0.0,2.0,0.0,2.0,1.0,False
153,2011-09-26,0.0,4.0,0.0,4.0,1.0,False
154,2011-09-28,0.0,1.0,1.0,2.0,0.5,False
155,2011-09-29,0.0,1.0,1.0,2.0,0.5,False
156,2011-09-30,0.0,1.0,0.0,1.0,1.0,False
157,2011-10-01,0.0,3.0,0.0,3.0,1.0,False
158,2011-10-04,0.0,3.0,1.0,4.0,0.75,False
159,2011-10-05,0.0,1.0,0.0,1.0,1.0,False
160,2011-10-06,1.0,0.0,0.0,1.0,0.0,False
161,2011-10-07,1.0,0.0,0.0,1.0,0.0,False
162,2011-10-08,0.0,3.0,0.0,3.0,1.0,False
163,2011-10-09,0.0,1.0,0.0,1.0,1.0,False
164,2011-10-10,0.0,1.0,0.0,1.0,1.0,False
165,2011-10-13,0.0,1.0,0.0,1.0,1.0,False
166,2011-10-18,4.0,2.0,0.0,6.0,0.3333333333333333,True
167,2011-10-19,6.0,6.0,0.0,12.0,0.5,True
168,2011-10-20,0.0,1.0,1.0,2.0,0.5,False
169,2011-10-21,0.0,0.0,1.0,1.0,0.0,False
170,2011-10-24,0.0,1.0,0.0,1.0,1.0,False
171,2011-10-25,2.0,4.0,1.0,7.0,0.5714285714285714,False
172,2011-10-27,0.0,8.0,0.0,8.0,1.0,False
173,2011-10-29,0.0,1.0,0.0,1.0,1.0,False
174,2011-11-01,0.0,0.0,1.0,1.0,0.0,False
175,2011-11-03,0.0,1.0,1.0,2.0,0.5,False
176,2011-11-04,6.0,2.0,3.0,11.0,0.18181818181818185,False
177,2011-11-05,1.0,3.0,3.0,7.0,0.42857142857142855,False
178,2011-11-06,0.0,1.0,1.0,2.0,0.5,False
179,2011-11-08,0.0,3.0,0.0,3.0,1.0,False
180,2011-11-09,1.0,4.0,2.0,7.0,0.5714285714285714,False
181,2011-11-10,1.0,0.0,0.0,1.0,0.0,False
182,2011-11-14,0.0,1.0,0.0,1.0,1.0,True
183,2011-11-15,1.0,3.0,4.0,8.0,0.375,False
184,2011-11-16,0.0,5.0,0.0,5.0,1.0,True
185,2011-11-17,1.0,4.0,0.0,5.0,0.8,True
186,2011-11-18,1.0,3.0,0.0,4.0,0.75,False
187,2011-11-19,0.0,1.0,0.0,1.0,1.0,False
188,2011-11-22,1.0,1.0,0.0,2.0,0.5,True
189,2011-11-23,0.0,2.0,0.0,2.0,1.0,False
190,2011-11-24,0.0,1.0,0.0,1.0,1.0,False
191,2011-11-26,0.0,2.0,0.0,2.0,1.0,False
192,2011-11-27,0.0,2.0,0.0,2.0,1.0,False
193,2011-11-28,1.0,3.0,0.0,4.0,0.75,False
194,2011-11-29,0.0,3.0,0.0,3.0,1.0,False
195,2011-11-30,0.0,0.0,2.0,2.0,0.0,False
196,2011-12-01,1.0,5.0,0.0,6.0,0.8333333333333334,False
197,2011-12-02,4.0,7.0,0.0,11.0,0.6363636363636364,False
198,2011-12-03,0.0,3.0,0.0,3.0,1.0,False
199,2011-12-04,0.0,0.0,1.0,1.0,0.0,False
200,2011-12-05,1.0,3.0,2.0,6.0,0.5,False
201,2011-12-06,0.0,1.0,0.0,1.0,1.0,False
202,2011-12-07,1.0,2.0,0.0,3.0,0.6666666666666666,False
203,2011-12-08,0.0,1.0,0.0,1.0,1.0,False
204,2011-12-09,1.0,7.0,2.0,10.0,0.7,False
205,2011-12-12,1.0,2.0,0.0,3.0,0.6666666666666666,False
206,2011-12-13,4.0,4.0,0.0,8.0,0.5,False
207,2011-12-14,3.0,6.0,0.0,9.0,0.6666666666666666,False
208,2011-12-15,0.0,3.0,0.0,3.0,1.0,False
209,2011-12-16,0.0,1.0,0.0,1.0,1.0,False
210,2011-12-17,0.0,1.0,0.0,1.0,1.0,False
211,2011-12-19,0.0,2.0,1.0,3.0,0.6666666666666666,False
212,2011-12-20,1.0,1.0,0.0,2.0,0.5,False
213,2011-12-21,5.0,5.0,1.0,11.0,0.4545454545454545,False
214,2011-12-22,1.0,4.0,0.0,5.0,0.8,False
215,2011-12-23,1.0,4.0,0.0,5.0,0.8,True
216,2011-12-24,0.0,3.0,0.0,3.0,1.0,True
217,2011-12-26,1.0,0.0,2.0,3.0,0.0,False
218,2011-12-27,1.0,4.0,0.0,5.0,0.8,False
219,2011-12-30,0.0,5.0,0.0,5.0,1.0,False
220,2012-01-04,2.0,12.0,2.0,16.0,0.75,False
221,2012-01-05,0.0,5.0,0.0,5.0,1.0,False
222,2012-01-06,0.0,4.0,0.0,4.0,1.0,False
223,2012-01-07,1.0,1.0,0.0,2.0,0.5,True
224,2012-01-08,0.0,4.0,0.0,4.0,1.0,True
225,2012-01-10,1.0,9.0,1.0,11.0,0.8181818181818182,False
226,2012-01-11,0.0,5.0,1.0,6.0,0.8333333333333334,False
227,2012-01-12,1.0,1.0,2.0,4.0,0.25,False
228,2012-01-13,0.0,2.0,0.0,2.0,1.0,False
229,2012-01-14,0.0,1.0,0.0,1.0,1.0,False
230,2012-01-16,1.0,2.0,0.0,3.0,0.6666666666666666,False
231,2012-01-17,0.0,7.0,6.0,13.0,0.5384615384615384,False
232,2012-01-18,0.0,3.0,0.0,3.0,1.0,False
233,2012-01-19,0.0,1.0,0.0,1.0,1.0,False
234,2012-01-20,1.0,2.0,1.0,4.0,0.5,False
235,2012-01-21,1.0,5.0,2.0,8.0,0.625,False
236,2012-01-23,1.0,4.0,0.0,5.0,0.8,False
237,2012-01-24,1.0,4.0,0.0,5.0,0.8,False
238,2012-01-25,1.0,5.0,0.0,6.0,0.8333333333333334,False
239,2012-01-26,0.0,1.0,0.0,1.0,1.0,False
240,2012-01-27,3.0,4.0,0.0,7.0,0.5714285714285714,False
241,2012-01-28,0.0,1.0,0.0,1.0,1.0,False
242,2012-01-30,0.0,1.0,2.0,3.0,0.3333333333333333,False
243,2012-01-31,0.0,0.0,1.0,1.0,0.0,False
244,2012-02-02,2.0,9.0,1.0,12.0,0.75,False
245,2012-02-03,0.0,3.0,0.0,3.0,1.0,False
246,2012-02-06,0.0,2.0,0.0,2.0,1.0,False
247,2012-02-07,1.0,3.0,0.0,4.0,0.75,False
248,2012-02-08,0.0,4.0,1.0,5.0,0.8,False
249,2012-02-11,0.0,0.0,1.0,1.0,0.0,False
250,2012-02-14,8.0,0.0,0.0,8.0,0.0,False
251,2012-02-15,1.0,3.0,1.0,5.0,0.6,False
252,2012-02-16,1.0,3.0,0.0,4.0,0.75,True
253,2012-02-17,1.0,2.0,0.0,3.0,0.6666666666666666,True
254,2012-02-18,2.0,6.0,0.0,8.0,0.75,False
255,2012-02-19,0.0,1.0,0.0,1.0,1.0,False
256,2012-02-20,0.0,5.0,0.0,5.0,1.0,False
257,2012-02-21,0.0,5.0,2.0,7.0,0.7142857142857143,False
258,2012-02-22,1.0,0.0,0.0,1.0,0.0,False
259,2012-02-23,0.0,1.0,0.0,1.0,1.0,False
260,2012-02-24,0.0,4.0,1.0,5.0,0.8,False
261,2012-02-25,0.0,2.0,0.0,2.0,1.0,False
262,2012-02-28,0.0,3.0,1.0,4.0,0.75,False
263,2012-02-29,0.0,2.0,0.0,2.0,1.0,False
264,2012-03-01,1.0,3.0,0.0,4.0,0.75,False
265,2012-03-06,0.0,4.0,0.0,4.0,1.0,False
266,2012-03-07,0.0,1.0,2.0,3.0,0.3333333333333333,False
267,2012-03-08,1.0,2.0,0.0,3.0,0.6666666666666666,False
268,2012-03-13,0.0,3.0,1.0,4.0,0.75,False
269,2012-03-14,1.0,2.0,0.0,3.0,0.6666666666666666,False
270,2012-03-15,3.0,4.0,1.0,8.0,0.5,False
271,2012-03-16,20.0,10.0,7.0,37.0,0.2702702702702703,True
272,2012-03-17,1.0,7.0,0.0,8.0,0.875,True
273,2012-03-18,0.0,0.0,1.0,1.0,0.0,False
274,2012-03-19,0.0,3.0,1.0,4.0,0.75,False
275,2012-03-20,1.0,5.0,2.0,8.0,0.625,False
276,2012-03-21,0.0,6.0,0.0,6.0,1.0,False
277,2012-03-22,1.0,3.0,0.0,4.0,0.75,False
278,2012-03-23,0.0,17.0,0.0,17.0,1.0,False
279,2012-03-24,2.0,1.0,0.0,3.0,0.3333333333333333,False
280,2012-03-25,7.0,6.0,0.0,13.0,0.4615384615384616,False
281,2012-03-26,0.0,10.0,0.0,10.0,1.0,False
282,2012-03-27,2.0,2.0,3.0,7.0,0.2857142857142857,False
283,2012-03-28,0.0,2.0,0.0,2.0,1.0,False
284,2012-03-29,0.0,3.0,0.0,3.0,1.0,False
285,2012-03-30,1.0,4.0,1.0,6.0,0.6666666666666666,False
286,2012-04-02,0.0,1.0,0.0,1.0,1.0,False
287,2012-04-03,2.0,2.0,1.0,5.0,0.4,False
288,2012-04-04,1.0,3.0,1.0,5.0,0.6,False
289,2012-04-05,3.0,3.0,4.0,10.0,0.3,False
290,2012-04-06,2.0,7.0,0.0,9.0,0.7777777777777778,False
291,2012-04-08,0.0,1.0,0.0,1.0,1.0,False
292,2012-04-09,2.0,2.0,4.0,8.0,0.25,False
293,2012-04-10,0.0,1.0,0.0,1.0,1.0,False
294,2012-04-12,1.0,1.0,1.0,3.0,0.3333333333333333,False
295,2012-04-13,1.0,1.0,0.0,2.0,0.5,False
296,2012-04-14,10.0,0.0,0.0,10.0,0.0,False
297,2012-04-15,0.0,2.0,1.0,3.0,0.6666666666666666,False
298,2012-04-16,1.0,0.0,0.0,1.0,0.0,False
299,2012-04-17,0.0,10.0,2.0,12.0,0.8333333333333334,False
300,2012-04-19,2.0,5.0,0.0,7.0,0.7142857142857143,False
301,2012-04-20,0.0,4.0,1.0,5.0,0.8,False
302,2012-04-23,0.0,1.0,0.0,1.0,1.0,False
303,2012-04-24,1.0,2.0,0.0,3.0,0.6666666666666666,False
304,2012-04-25,1.0,7.0,0.0,8.0,0.875,False
305,2012-04-26,0.0,10.0,1.0,11.0,0.9090909090909092,False
306,2012-04-27,2.0,8.0,0.0,10.0,0.8,False
307,2012-04-28,0.0,10.0,24.0,34.0,0.29411764705882354,False
308,2012-04-29,0.0,0.0,1.0,1.0,0.0,False
309,2012-04-30,4.0,12.0,1.0,17.0,0.7058823529411765,False
310,2012-05-01,17.0,3.0,0.0,20.0,0.15,False
311,2012-05-02,1.0,11.0,3.0,15.0,0.7333333333333333,False
312,2012-05-03,1.0,1.0,1.0,3.0,0.3333333333333333,False
313,2012-05-04,1.0,6.0,1.0,8.0,0.75,False
314,2012-05-05,0.0,3.0,1.0,4.0,0.75,False
315,2012-05-07,1.0,2.0,0.0,3.0,0.6666666666666666,False
316,2012-05-08,0.0,3.0,1.0,4.0,0.75,False
317,2012-05-09,4.0,3.0,1.0,8.0,0.375,False
318,2012-05-10,0.0,16.0,8.0,24.0,0.6666666666666666,False
319,2012-05-11,2.0,4.0,2.0,8.0,0.5,False
320,2012-05-13,0.0,1.0,0.0,1.0,1.0,False
321,2012-05-15,0.0,10.0,0.0,10.0,1.0,False
322,2012-05-16,2.0,18.0,12.0,32.0,0.5625,False
323,2012-05-17,3.0,6.0,3.0,12.0,0.5,False
324,2012-05-18,0.0,4.0,1.0,5.0,0.8,False
325,2012-05-19,0.0,0.0,1.0,1.0,0.0,False
326,2012-05-20,0.0,9.0,3.0,12.0,0.75,False
327,2012-05-21,0.0,3.0,0.0,3.0,1.0,False
328,2012-05-22,1.0,14.0,6.0,21.0,0.6666666666666666,False
329,2012-05-23,1.0,1.0,0.0,2.0,0.5,False
330,2012-05-24,2.0,7.0,3.0,12.0,0.5833333333333334,False
331,2012-05-25,2.0,2.0,1.0,5.0,0.4,False
332,2012-05-26,4.0,0.0,2.0,6.0,0.0,False
333,2012-05-29,3.0,1.0,3.0,7.0,0.14285714285714285,False
334,2012-05-30,2.0,3.0,1.0,6.0,0.5,False
335,2012-05-31,2.0,1.0,1.0,4.0,0.25,False
336,2012-06-01,0.0,6.0,0.0,6.0,1.0,False
337,2012-06-02,0.0,6.0,3.0,9.0,0.6666666666666666,False
338,2012-06-04,0.0,2.0,0.0,2.0,1.0,False
339,2012-06-05,0.0,4.0,0.0,4.0,1.0,False
340,2012-06-06,3.0,6.0,0.0,9.0,0.6666666666666666,False
341,2012-06-07,0.0,5.0,0.0,5.0,1.0,False
342,2012-06-08,0.0,2.0,0.0,2.0,1.0,False
343,2012-06-11,1.0,5.0,0.0,6.0,0.8333333333333334,False
344,2012-06-12,0.0,21.0,15.0,36.0,0.5833333333333334,False
345,2012-06-13,2.0,6.0,0.0,8.0,0.75,False
346,2012-06-14,1.0,3.0,4.0,8.0,0.375,False
347,2012-06-15,1.0,4.0,0.0,5.0,0.8,False
348,2012-06-17,0.0,1.0,1.0,2.0,0.5,False
349,2012-06-18,0.0,2.0,1.0,3.0,0.6666666666666666,False
350,2012-06-19,2.0,8.0,1.0,11.0,0.7272727272727273,False
351,2012-06-20,5.0,2.0,0.0,7.0,0.2857142857142857,False
352,2012-06-21,2.0,3.0,0.0,5.0,0.6,False
353,2012-06-22,3.0,8.0,0.0,11.0,0.7272727272727273,False
354,2012-06-23,0.0,1.0,1.0,2.0,0.5,False
355,2012-06-24,0.0,0.0,1.0,1.0,0.0,False
356,2012-06-25,3.0,1.0,1.0,5.0,0.2,True
357,2012-06-26,4.0,6.0,0.0,10.0,0.6,True
358,2012-06-27,1.0,3.0,0.0,4.0,0.75,False
359,2012-06-28,1.0,2.0,1.0,4.0,0.5,False
360,2012-06-29,3.0,6.0,2.0,11.0,0.5454545454545454,False
361,2012-06-30,6.0,3.0,0.0,9.0,0.3333333333333333,False
362,2012-07-02,0.0,2.0,0.0,2.0,1.0,False
363,2012-07-03,1.0,2.0,0.0,3.0,0.6666666666666666,False
364,2012-07-04,0.0,1.0,1.0,2.0,0.5,False
365,2012-07-05,5.0,3.0,0.0,8.0,0.375,False
366,2012-07-06,3.0,6.0,0.0,9.0,0.6666666666666666,False
367,2012-07-07,0.0,1.0,0.0,1.0,1.0,False
368,2012-07-09,4.0,6.0,0.0,10.0,0.6,False
369,2012-07-10,3.0,1.0,0.0,4.0,0.25,False
370,2012-07-11,1.0,7.0,0.0,8.0,0.875,False
371,2012-07-12,3.0,9.0,1.0,13.0,0.6923076923076923,False
372,2012-07-13,3.0,2.0,0.0,5.0,0.4,False
373,2012-07-15,0.0,1.0,0.0,1.0,1.0,False
374,2012-07-16,0.0,1.0,0.0,1.0,1.0,False
375,2012-07-17,4.0,1.0,0.0,5.0,0.2,False
376,2012-07-18,0.0,3.0,2.0,5.0,0.6,False
377,2012-07-19,5.0,9.0,1.0,15.0,0.6,False
378,2012-07-20,1.0,2.0,2.0,5.0,0.4,False
379,2012-07-22,0.0,2.0,0.0,2.0,1.0,False
380,2012-07-23,1.0,3.0,1.0,5.0,0.6,False
381,2012-07-24,2.0,6.0,1.0,9.0,0.6666666666666666,False
382,2012-07-25,0.0,3.0,0.0,3.0,1.0,False
383,2012-07-26,4.0,3.0,2.0,9.0,0.3333333333333333,False
384,2012-07-27,0.0,3.0,1.0,4.0,0.75,False
385,2012-07-28,0.0,1.0,1.0,2.0,0.5,False
386,2012-07-30,3.0,2.0,0.0,5.0,0.4,False
387,2012-07-31,0.0,5.0,2.0,7.0,0.7142857142857143,False
388,2012-08-01,1.0,14.0,0.0,15.0,0.9333333333333332,False
389,2012-08-02,1.0,5.0,2.0,8.0,0.625,False
390,2012-08-03,1.0,1.0,0.0,2.0,0.5,False
391,2012-08-04,0.0,1.0,0.0,1.0,1.0,False
392,2012-08-06,0.0,2.0,1.0,3.0,0.6666666666666666,False
393,2012-08-07,0.0,4.0,2.0,6.0,0.6666666666666666,False
394,2012-08-08,1.0,3.0,1.0,5.0,0.6,False
395,2012-08-09,1.0,0.0,1.0,2.0,0.0,False
396,2012-08-10,0.0,6.0,2.0,8.0,0.75,False
397,2012-08-11,0.0,1.0,0.0,1.0,1.0,False
398,2012-08-13,0.0,2.0,1.0,3.0,0.6666666666666666,False
399,2012-08-14,0.0,2.0,0.0,2.0,1.0,False
400,2012-08-15,0.0,6.0,0.0,6.0,1.0,False
401,2012-08-17,3.0,8.0,1.0,12.0,0.6666666666666666,True
402,2012-08-18,0.0,3.0,0.0,3.0,1.0,False
403,2012-08-20,0.0,2.0,0.0,2.0,1.0,False
404,2012-08-21,1.0,1.0,0.0,2.0,0.5,False
405,2012-08-23,0.0,0.0,2.0,2.0,0.0,False
406,2012-08-24,0.0,0.0,3.0,3.0,0.0,False
407,2012-08-27,0.0,0.0,1.0,1.0,0.0,False
408,2012-08-30,0.0,0.0,1.0,1.0,0.0,False
409,2012-08-31,0.0,0.0,2.0,2.0,0.0,False
410,2012-09-07,0.0,0.0,1.0,1.0,0.0,True
411,2012-09-11,0.0,0.0,1.0,1.0,0.0,False
412,2012-09-13,0.0,0.0,1.0,1.0,0.0,False
413,2012-09-14,0.0,0.0,1.0,1.0,0.0,False
414,2012-09-22,0.0,0.0,1.0,1.0,0.0,False
415,2012-09-25,0.0,0.0,1.0,1.0,0.0,False
416,2012-10-03,0.0,0.0,5.0,5.0,0.0,False
417,2012-10-10,0.0,0.0,1.0,1.0,0.0,False
418,2012-10-22,0.0,0.0,1.0,1.0,0.0,False
419,2012-10-30,0.0,0.0,1.0,1.0,0.0,False
420,2012-11-06,0.0,0.0,1.0,1.0,0.0,False
421,2012-11-21,0.0,0.0,1.0,1.0,0.0,False
422,2012-11-26,0.0,0.0,1.0,1.0,0.0,False
423,2012-12-03,0.0,0.0,1.0,1.0,0.0,False
424,2012-12-04,0.0,0.0,7.0,7.0,0.0,False
425,2012-12-05,0.0,0.0,1.0,1.0,0.0,True
426,2012-12-06,0.0,0.0,1.0,1.0,0.0,True
427,2012-12-10,0.0,0.0,1.0,1.0,0.0,False
428,2012-12-11,0.0,0.0,8.0,8.0,0.0,False
429,2012-12-12,0.0,0.0,6.0,6.0,0.0,False
430,2012-12-14,0.0,0.0,4.0,4.0,0.0,False
